"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X7477"	-0.2903	-0.0714	-0.1429	-0.04	-0.0667	0	-0.0952	-0.1111
"X7482"	-0.0606	-0.1765	-0.0667	-0.0263	-0.108	-0.1579	-0.0455	-0.1884
"X7484"	0	NA	-0.0526	0.6609	-0.027	0	0	NA
"X7486"	-0.1935	-0.4595	-0.0714	-0.1054	-0.3818	0.2683	-0.7037	-0.3455
"X7487"	-0.0448	0	NA	-0.0556	-0.0133	-0.0476	-0.2	-0.0882
"X7488"	-0.027	-0.0189	0	-0.0435	-0.013	0	NA	-0.0556
"X749"	-0.0526	0	NA	-0.04	NA	NA	NA	-0.0123
"X7494"	-0.0411	-0.0169	-0.0169	NA	-0.0278	NA	0	0
"X7495"	NA	0	-0.0492	-0.04	-0.0667	NA	NA	-0.0123
"X7499"	NA	0	NA	-0.013	NA	NA	-0.0455	-0.025
"X750"	-0.6143	-0.3744	-0.1896	-0.4862	-0.1589	-0.1324	-0.4375	0.0361
"X7504"	-0.3559	-0.3636	-0.1034	-0.0833	-0.194	-0.1579	-0.3143	-0.1549
"X7506"	-0.0667	-0.0169	0	NA	NA	NA	NA	-0.0123
"X7510"	NA	NA	NA	0	-0.0704	NA	NA	0
"X7513"	0.1856	-0.1768	-0.3191	-0.0263	-0.2188	-0.1579	0.0571	-0.1549
"X7514"	-0.0411	-0.0175	-0.0847	0.0983	-0.1268	NA	-0.0455	0
"X7518"	-0.4706	-0.6774	-0.2583	-0.2276	-0.0638	-0.6667	-0.2174	-0.2701
"X752"	-0.0127	-0.0714	-0.0164	-0.0833	NA	NA	-0.0222	-0.025
"X7521"	-0.1642	-0.1667	-0.2	-0.2063	0.1147	0	-0.0952	-0.1233
"X7527"	-0.2281	-0.0714	-0.069	-0.0685	0.1818	-0.1	-0.0233	-0.1642
"X7529"	-1	-1	-1	-1	-1	-1	-1	-1
"X753"	-0.0526	-0.0345	0	-0.04	-0.0256	NA	-0.0222	0
"X7530"	-0.1765	-0.381	0.0725	-0.1642	-0.1765	-0.2222	-0.1795	0.0533
"X7534"	0.2909	-0.1111	-0.0508	-0.1385	-0.1045	0	-0.0952	0.064
"X7535"	-0.0127	NA	-0.0847	NA	-0.0526	0	-0.0698	-0.0649
"X7538"	-0.1803	-0.1818	-0.3585	-0.2593	-0.2239	0.1304	-0.3529	-0.2881
"X7539"	-0.1429	-0.1634	-0.1064	-0.3758	-0.3124	0.1538	-0.2432	-0.2059
"X7543"	-0.0541	-0.16	NA	NA	NA	NA	NA	-0.04
"X7544"	-0.2054	-0.2263	-0.1765	-0.3014	-0.4633	-0.375	-0.3462	0.1709
"X7546"	-0.9429	-0.9333	-1	-1	-1	-1	-1	-1
"X7548"	-0.0149	1	0	0	NA	NA	-0.0476	-0.0141
"X7550"	-0.1045	NA	0	NA	NA	-0.0526	-0.0455	-0.0133
"X7556"	-0.2333	-0.234	0	-0.0833	NA	NA	-0.15	-0.0689
"X7557"	-0.2847	-0.2583	-0.3023	-0.4115	-0.3052	0.0149	-0.0455	-0.1289
"X7561"	-1	-1	-1	-1	-1	-1	-1	-1
"X7568"	-0.0466	0.2038	0.0625	-0.1786	0.0938	-0.4286	-0.0402	0.1475
"X7569"	-0.4062	-0.2294	-0.3537	-0.3455	-0.25	-0.1579	-0.2873	-0.4182
"X7571"	-0.0959	-0.1321	-0.1429	-0.0833	0.292	-0.1579	-0.1795	-0.0649
"X7572"	-0.2761	-0.5789	-0.4436	-0.3893	-0.335	0.0149	-0.25	-0.2381
"X7573"	-0.25	-0.9355	-0.1429	-0.2581	-0.2381	-0.6923	-1	-1
"X7574"	-0.4356	-0.4831	-0.1481	-0.4737	-0.3073	-0.2941	-0.3529	-0.213
"X7575"	-0.0435	-0.08	-0.0164	0	-0.0833	0	-0.0455	-0.0556
"X7576"	-0.0556	NA	NA	-0.0435	NA	NA	NA	-0.0133
"X7578"	-0.0149	-0.0189	0	NA	0	NA	-0.0455	NA
"X7579"	-0.0323	0	-0.125	NA	-0.0141	NA	0	-0.0882
"X7583"	-0.0468	-0.0077	0.1429	0.4872	0.2755	0.6812	-0.0073	0.3071
"X7587"	-0.0949	-0.3846	-0.28	-0.1385	-0.2063	0.431	-0.2778	0.0361
"X7588"	0	NA	-0.0345	-0.0794	-0.0492	0	0	-0.0145
"X7589"	-0.3271	-0.5154	-0.1273	-0.3465	-0.2097	-0.1579	-0.3237	-0.2315
"X759"	-0.1525	-0.2766	-0.0877	-0.322	-0.1594	-0.1579	-0.1795	-0.2812
"X7591"	-0.1304	0.0968	-0.0714	-0.1562	-0.0704	-0.0526	-0.2222	0.1011
"X7592"	-0.0667	-0.0943	-0.0508	-0.027	NA	0	-0.0952	-0.0789
"X7594"	0	0	0	-0.0137	-0.0556	0	NA	-0.0526
"X7597"	-0.039	NA	-0.0847	NA	0	NA	NA	NA
"X7598"	NA	-0.0189	0	-0.0149	-0.0149	NA	-0.0455	NA
"X7603"	-0.1662	-0.1272	-0.1064	-0.1304	-0.1343	0.0351	-0.1897	-0.0165
"X7604"	-0.1692	-0.0345	-0.1481	-0.3052	-0.2148	-0.375	-0.3237	0.3849
"X7605"	0	0	NA	NA	-0.0959	0	0	NA
"X7613"	-1	-1	-1	-1	-1	-1	-1	-1
"X7619"	-0.0137	NA	0	NA	0	NA	-0.0698	-0.0423
"X762"	-0.0411	0	NA	0	NA	NA	-0.0222	-0.0513
"X7621"	-0.5058	-0.037	-0.1733	-0.1221	-0.2787	-0.2222	-0.5719	-0.0839
"X7622"	-0.1333	-0.1154	0.3617	-0.2075	-0.1176	-0.0476	-0.0256	0.0811
"X7623"	-0.0303	-0.0909	-0.0169	-0.0294	-0.0149	NA	-0.0455	-0.0137
"X7625"	NA	NA	-0.0667	NA	-0.0127	0	NA	NA
"X7628"	0.0886	-0.2	0.4369	-0.0462	-0.0133	NA	0	-0.2063
"X7629"	-0.0959	-0.1111	-0.0492	-0.1143	-0.1765	-0.2222	-0.2778	-0.1765
"X763"	-0.1724	0.0079	0	-0.1111	-0.0383	-0.3333	0.0108	-0.0435
"X7633"	-0.0263	NA	-0.0667	-0.1176	-0.1212	-0.1579	-0.0952	-0.0541
"X7639"	0.0388	0.0442	-0.0526	-0.1111	-0.0286	0	-0.1053	-0.0556
"X7643"	-0.1518	-0.2371	-0.0031	-0.1703	-0.0393	-0.4667	-0.1396	-0.0484
"X765"	0	-0.0182	-0.0667	-0.0704	-0.1111	0.4359	-0.0455	-0.0137
"X7650"	-0.1111	-0.0612	-0.037	-0.0286	-0.1176	-0.0526	-0.1	0.3717
"X7653"	0	0	NA	-0.0263	-0.013	NA	-0.0698	-0.0513
"X7657"	0.0019	-0.0909	0.0159	-0.0887	-0.3269	-0.1579	-0.0402	-0.1269
"X7660"	-0.1111	NA	NA	-0.0541	0	NA	NA	-0.0513
"X7661"	-0.0137	-0.0345	-0.0909	0	-0.0833	NA	NA	NA
"X7662"	-0.1429	-0.098	-0.0508	-0.0986	-0.0667	-0.0476	-0.15	-0.0649
"X7664"	-0.0133	-0.0741	-0.0169	0	0	NA	-0.0455	-0.0526
"X7666"	-0.0571	-0.0189	-0.0612	0	-0.0704	0	-0.0455	NA
"X7668"	0	0	-0.0526	-0.0435	0	-0.1111	NA	NA
"X7671"	-0.027	-0.0345	NA	-0.0541	0	NA	NA	-0.0263
"X7677"	-0.0811	-0.0741	-0.0164	-0.1143	-0.027	-0.0476	-0.0455	-0.0513
"X7678"	-0.0808	-0.2273	-0.0543	-0.4	-0.2541	-0.0526	-0.1396	-0.1429
"X7681"	0.1309	-0.098	-0.0175	-0.0685	-0.1014	-0.0476	-0.0455	-0.0959
"X7682"	-0.0526	0	NA	NA	0	NA	-0.0698	NA
"X7686"	-0.0278	-0.102	0	NA	NA	NA	-0.0698	-0.1385
"X7688"	0.3702	0	-0.0169	-0.0435	NA	NA	-0.0222	-0.0133
"X7689"	-0.1111	-0.0175	-0.0159	0	-0.0127	NA	NA	NA
"X7692"	-0.4932	-0.2874	-0.4072	-0.2838	-0.2838	-0.6923	-0.1053	-0.3226
"X7693"	-0.1117	-0.3872	-0.2874	-0.4192	-0.17	0.3529	-0.2571	-0.0163
"X7696"	-0.1111	-0.0345	-0.1321	-0.0857	-0.0833	NA	-0.0222	-0.0667
"X7699"	NA	NA	-0.0492	NA	NA	NA	NA	NA
"X77"	-0.2853	-0.5385	-0.5787	-0.2321	-0.3559	-0.2031	-0.25	-0.37
"X7701"	-0.2698	-0.5385	-0.2549	-0.2188	-0.25	-0.375	-0.4375	-0.3898
"X7702"	-0.039	-0.1111	NA	0	-0.0127	-0.0476	-0.0222	-0.039
"X7705"	-0.194	-0.16	-0.2075	-0.0411	-0.1304	-0.1579	-0.1795	-0.2239
"X7707"	-0.1594	-0.2102	-0.4979	-0.5	-0.0152	-0.1	-0.5714	-0.461
"X7711"	-0.0411	0	NA	NA	NA	NA	0	0
"X7712"	-0.0127	NA	NA	NA	NA	NA	-0.0476	NA
"X7713"	-0.0667	-0.2245	-0.0667	-0.04	-0.039	-0.1	-0.0698	-0.0789
"X7717"	-0.1642	-0.0714	0.0677	-0.1518	-0.0986	NA	-0.122	-0.1111
"X7723"	-0.3669	-0.335	-0.4675	0.1223	-0.0154	-0.0526	-0.1115	-0.0638
"X7725"	-0.0959	-0.0357	0	-0.0278	-0.04	NA	0	-0.04
"X7728"	-0.2972	-0.1661	-0.3139	-0.0964	-0.291	0.1304	-0.3477	-0.2258
"X7729"	NA	NA	-0.1273	-0.0149	-0.1176	0	-0.0222	0
"X7732"	-0.0133	NA	0	NA	NA	-0.1579	NA	NA
"X7734"	-0.1481	-0.0435	-0.2683	-0.28	-0.1273	0	-0.25	-0.1321
"X7737"	-0.0629	-0.3139	-0.202	-0.48	-0.3918	-0.2031	-0.1984	0.0972
"X774"	NA	NA	NA	0	NA	0	-0.0769	0
"X7741"	-0.0256	-0.0769	0	-0.0278	-0.0149	0	0	-0.0127
"X7742"	-0.04	-0.037	-0.0159	-0.0685	0	0	-0.0455	-0.038
"X7744"	0	-0.037	-0.0333	-0.0263	NA	NA	NA	-0.0123
"X7747"	NA	0	NA	NA	NA	NA	NA	-0.0986
"X775"	-0.1111	-0.0741	-0.0333	0	-0.0667	0	-0.0952	-0.0263
"X7751"	-0.8049	-0.7059	-0.6571	-0.8537	-1	-1	-0.84	-0.6596
"X7752"	-0.4035	-0.6216	-0.3191	-0.3186	-0.0247	-0.1324	-0.4644	0.1191
"X7757"	NA	-0.0182	-0.0877	-0.0909	-0.1268	-0.0476	NA	NA
"X776"	0	0	-0.0492	-0.0571	-0.0133	NA	-0.0222	-0.0263
"X7761"	-0.0625	NA	-0.0333	NA	-0.0145	NA	NA	NA
"X7763"	-0.1148	-0.0182	-0.0196	-0.0606	-0.0492	NA	-0.0233	0
"X7765"	-0.0556	-0.098	-0.0345	-0.1176	0.0068	-0.0476	NA	-0.0725
"X7768"	-0.0137	-0.0385	NA	-0.0141	NA	NA	-0.0476	-0.0571
"X7769"	-0.3559	-0.2083	-0.1636	-0.1304	-0.1429	0	-0.1795	-0.3016
"X7771"	-0.0794	-0.1667	-0.0508	-0.0286	0	NA	-0.0952	-0.0411
"X7772"	NA	-0.0526	0	-0.013	NA	NA	-0.0222	0
"X7773"	-0.0448	-0.0196	NA	-0.0141	NA	NA	0	-0.0137
"X7777"	0	NA	-0.0164	NA	NA	NA	NA	-0.0526
"X7779"	-0.0959	-0.0909	-0.0508	-0.013	0	NA	-0.0222	-0.0513
"X7783"	0.2843	-0.2609	-0.1321	-0.0746	-0.0133	0	-0.0698	-0.0541
"X7784"	-0.0556	-0.037	0	-0.0145	NA	NA	NA	-0.0149
"X7786"	0.1673	-0.1818	NA	-0.0769	-0.0937	-0.2857	-0.15	-0.125
"X7791"	-0.9512	-1	-0.8824	-1	-0.9048	-1	-1	-1
"X7792"	-0.2131	-0.0633	-0.0847	-0.0882	-0.1746	-0.2222	-0.0952	-0.0704
"X7798"	-0.219	-0.7037	-0.3404	-0.4033	-0.3465	-0.0526	-0.6547	-0.434
"X78"	NA	NA	0.1064	-0.0769	-0.0857	NA	NA	NA
"X7800"	-0.3411	0.1168	-0.3478	-0.298	-0.2239	-0.1579	-0.1897	-0.3057
"X7804"	-0.0127	NA	-0.0847	-0.0411	-0.0833	NA	0	NA
"X7805"	NA	0	-0.0323	0	-0.0541	NA	-0.0698	-0.04
"X7810"	-0.4812	-0.3659	0.0279	-0.2917	0.1325	-0.1579	-0.1085	-0.2576
"X7812"	-0.3625	-0.275	0.011	-0.1345	-0.181	0.2029	-0.4046	-0.3732
"X7813"	NA	-0.0345	-0.0164	-0.0556	0	NA	NA	-0.039
"X7817"	-0.3073	-0.4634	-0.1923	-0.2759	0.0441	-0.0476	-0.09	-0.1082
"X7826"	0.0361	-0.12	-0.1636	-0.0423	-0.0704	-0.1579	-0.0455	-0.013
"X7832"	-0.1014	0	-0.0345	-0.0909	-0.039	NA	-0.0222	-0.0526
"X7838"	-0.5102	-0.3382	0.102	-0.1413	-0.1269	0.4286	-0.4839	-0.361
"X7840"	-0.0247	-0.3488	-0.1512	-0.2787	-0.2585	0.1538	-0.2778	-0.1345
"X7843"	-0.0959	-0.0741	-0.0847	-0.0541	-0.1111	-0.1	-0.1795	0.4839
"X7844"	-0.0448	0	NA	NA	0	NA	-0.0476	0
"X7845"	NA	NA	-0.0175	0	-0.0541	NA	NA	NA
"X7849"	-0.0411	-0.0169	0	NA	0	0	NA	0
"X7851"	-0.0882	0.1512	-0.0526	-0.0704	NA	NA	-0.0476	0.2909
"X7857"	-0.0541	0	-0.0164	-0.0411	-0.0725	0	0	-0.0541
"X7859"	-0.0811	-0.0182	-0.0492	-0.0133	NA	NA	-0.0455	-0.0933
"X7861"	-0.039	-0.0169	-0.0159	-0.04	-0.0256	NA	-0.0455	0
"X7864"	-0.0263	NA	-0.0323	-0.0588	-0.0986	-0.0476	NA	NA
"X7875"	-0.0286	NA	-0.1071	-0.013	-0.0588	-0.1111	-0.0222	-0.0263
"X7877"	-0.106	-0.1634	-0.2536	-0.0929	-0.3333	-0.2941	-0.0455	-0.2239
"X7878"	-0.129	-0.5673	-0.6304	-0.6345	-0.2088	0.1071	-0.2941	-0.234
"X7879"	NA	NA	NA	-0.0411	NA	NA	0	NA
"X7882"	-0.0411	0	0	NA	0	NA	NA	-0.04
"X7884"	NA	0	-0.069	-0.0571	-0.0667	NA	-0.15	NA
"X789"	-0.0137	-0.0741	-0.0508	-0.1045	-0.0704	NA	-0.0455	-0.0411
"X7891"	-0.2417	-0.3333	-0.0847	-0.2741	-0.4305	-0.2941	-0.5714	-0.2044
"X7892"	-0.0811	-0.04	-0.1273	0	-0.0685	NA	NA	-0.038
"X79"	-0.0256	-0.0526	-0.0333	0	-0.013	0	NA	-0.025
"X790"	-0.1475	-0.2371	-0.2126	-0.2381	-0.4621	-0.4776	-0.2105	-0.354
"X7912"	NA	0	-0.0508	-0.0294	-0.0411	0	NA	0
"X7914"	-0.5686	-0.3453	-0.1896	-0.1967	-0.1161	-0.0476	-0.3939	-0.3187
"X7915"	-0.05	-0.1489	-0.04	-0.1148	-0.1212	-0.0526	-0.1515	-0.2203
"X7916"	-0.04	0	-0.2075	-0.2381	-0.1818	-0.1	-0.122	-0.0526
"X792"	NA	NA	-0.0847	-0.0133	-0.027	-0.1579	0	NA
"X7920"	0	-0.102	-0.0943	-0.0145	-0.0133	-0.0526	0	-0.0411
"X793"	-0.1111	-0.1154	-0.2157	0.1272	-0.0879	-0.1765	-0.1282	-0.0725
"X7934"	-0.131	-0.4803	-0.2157	-0.298	-0.2044	-0.082	-0.4194	-0.4219
"X7935"	0.2241	-0.1064	-0.069	0	-0.0256	NA	NA	-0.013
"X7937"	-0.0127	0	-0.0508	NA	-0.0606	NA	NA	-0.027
"X7938"	0	0	-0.0566	-0.0625	-0.1111	-0.0526	-0.0455	0
"X7939"	0	-0.0169	NA	-0.0882	-0.0263	NA	NA	-0.0526
"X7946"	-0.1212	-0.1321	-0.1852	-0.1176	-0.0294	0	NA	0.0361
"X7948"	-0.48	-0.047	-0.3953	-0.4062	-0.298	-0.4286	-0.0402	-0.1057
"X7955"	-0.013	-0.0526	NA	NA	NA	NA	NA	NA
"X7959"	-0.1413	-0.1321	-0.2772	-0.3269	-0.1589	-0.2222	-0.3143	-0.1345
"X7965"	-0.1765	-0.1538	-0.1636	-0.0411	-0.0667	0	-0.15	-0.1143
"X7967"	-0.3699	-0.3333	-0.2772	-0.4182	-0.4356	-0.6923	-0.5949	-0.3375
"X7969"	NA	NA	NA	NA	NA	1	NA	NA
"X7973"	-0.2632	0	-0.0943	-0.1803	0.1309	-0.0476	-0.1795	-0.1935
"X7975"	-0.2188	-0.1765	-0.1923	-0.2258	-0.3684	-0.2222	-0.122	-0.2381
"X7980"	-0.194	-0.2245	-0.1852	-0.1515	-0.1143	NA	-0.0952	0.1407
"X7981"	-1	-1	-1	-1	-0.9512	-1	-1	-1
"X7988"	-0.4496	-0.3429	-0.3242	-0.234	-0.2389	-0.4286	-0.3237	-0.1531
"X7991"	-0.3091	-0.2081	-0.1272	-0.3465	-0.3297	-0.1324	-0.2932	-0.0706
"X7995"	-0.265	-0.3865	-0.1862	-0.3472	-0.3704	-0.1111	-0.3219	-0.1854
"X7997"	-0.2955	-0.4442	0.3034	-0.2258	-0.1111	0	-0.3529	-0.2183
"X7999"	-1	-1	-0.9375	-0.9	-0.8571	-0.5714	-1	-0.9512
"X8"	0	NA	NA	-0.0435	NA	NA	0	-0.0556
"X8000"	-0.0154	-0.0566	-0.0169	NA	NA	NA	NA	-0.0141
"X8003"	-0.013	0	NA	-0.0685	0	NA	0	0
"X8009"	-0.2581	-0.4262	-0.2075	0.0416	-0.2148	-0.375	-0.104	-0.0541
"X801"	-0.4444	-0.9333	-0.2075	-0.3103	-0.25	-0.8333	-1	-0.8636
"X8012"	-0.0133	NA	NA	-0.0411	-0.0959	-0.0476	NA	NA
"X8013"	NA	NA	-0.0545	0	0	NA	NA	0
"X8015"	-0.0811	0.1549	-0.1273	-0.1343	-0.039	0	-0.1351	-0.025
"X8019"	-0.283	-0.139	-0.0383	-0.125	-0.1143	0	-0.0952	-0.1321
"X8020"	-0.129	-0.0633	-0.1852	-0.1525	0.0438	-0.1579	-0.1892	-0.04
"X8022"	-1	-1	-1	-1	-1	-1	-1	-1
"X8025"	-0.1784	-0.2766	-0.1852	-0.0541	-0.1429	-0.1579	-0.15	-0.0431
"X803"	-0.0526	0	-0.0492	-0.04	-0.039	-0.0476	0.121	-0.1389
"X8030"	NA	NA	-0.0323	NA	-0.0811	NA	0	NA
"X8031"	-0.1111	0	0.4797	-0.0704	NA	NA	0	NA
"X8032"	-0.0256	0	0	-0.013	-0.0667	-0.1	-0.0698	-0.0127
"X8036"	0	-0.0566	0	NA	NA	-0.0476	NA	NA
"X8037"	-0.2063	-0.2083	0.1014	-0.1864	-0.4182	-0.1	-0.1579	-0.1765
"X8041"	-1	-1	-1	-1	-1	-1	-1	-1
"X8042"	-0.2787	-0.3333	-0.1852	-0.1471	0.0793	-0.1	-0.122	-0.4035
"X8044"	-0.0127	-0.0526	-0.0357	-0.0263	NA	NA	-0.0455	-0.038
"X8049"	-0.1268	-0.1915	-0.0877	-0.0833	-0.0411	-0.0476	-0.0952	-0.1111
"X8052"	-0.2698	-0.0526	-0.1724	-0.2787	-0.4035	-0.375	-0.2105	-0.038
"X8053"	-0.0541	-0.0345	0	-0.1818	0.0068	-0.2941	-0.0222	-0.0513
"X8057"	-0.0294	-0.1667	NA	0	-0.0145	NA	0	-0.027
"X8061"	-0.2308	-0.3636	-0.1064	-0.2258	-0.1268	0.1538	-0.3477	-0.1268
"X8064"	0	-0.0169	0	-0.0278	-0.0526	-0.0526	NA	NA
"X8069"	-0.1385	0	NA	NA	NA	NA	NA	-0.027
"X8071"	-0.2963	-0.098	-0.0372	-0.3878	-0.4	-0.2281	-0.2105	-0.1304
"X8073"	-0.194	-0.1538	-0.0323	-0.0263	-0.0256	-0.0476	-0.2432	-0.1389
"X8082"	-0.1111	-0.1837	0.0725	-0.013	-0.0667	-0.0476	NA	-0.0513
"X8089"	-0.2901	-0.5205	-0.0169	-0.2377	-0.1613	0.2683	-0.211	-0.1908
"X809"	-0.0986	NA	0.1146	-0.1045	-0.0526	NA	-0.0698	-0.0685
"X8093"	-0.4857	-0.5369	-0.2551	-0.5669	0.036	0.0435	-0.2571	-0.4605
"X8098"	-0.0423	-0.0189	0.2105	0	-0.04	0	-0.0952	-0.027
"X810"	-0.013	-0.0357	-0.0508	0	NA	NA	-0.0233	-0.0127
"X8100"	-0.0794	-0.12	-0.24	-0.1692	-0.1148	NA	-0.0698	-0.1081
"X8105"	-0.1125	-0.1765	-0.31	-0.3297	-0.3187	-0.2031	0.0143	0.0069
"X8107"	-0.2683	-0.4775	-0.2584	-0.14	-0.1878	-0.375	-0.1459	-0.2903
"X8109"	-0.1009	-0.0943	-0.0492	-0.04	0	NA	-0.1892	-0.0649
"X8114"	-0.2585	-0.5385	-0.242	-0.3665	-0.0638	0.0149	-0.1115	-0.3906
"X8115"	-0.1471	0.0217	-0.0169	0.0567	-0.2381	0.1538	0.0345	-0.1343
"X8117"	NA	NA	NA	-0.0423	NA	NA	0	NA
"X8120"	-0.2273	-0.3043	0.1014	-0.0812	-0.1268	-0.2222	-0.15	-0.1662
"X8121"	-0.1518	-0.1905	-0.037	0.1309	-0.1014	0	-0.1579	-0.1161
"X8128"	-0.3735	-0.3846	-0.2294	-0.25	-0.1589	0	-0.3333	-0.1979
"X8130"	-0.1429	-0.0543	0.2889	-0.0601	0.2308	0	-0.1892	0.0674
"X8136"	-0.0476	-0.0588	-0.0526	NA	-0.0137	NA	NA	-0.0411
"X8137"	-0.0256	-0.0357	0	0.3693	NA	NA	-0.0476	-0.039
"X8139"	-0.3772	-0.4211	-0.2876	-0.1525	-0.4263	-0.2941	-0.2321	-0.3772
"X8140"	-0.0462	-0.0175	0	-0.0145	0	NA	0	-0.0526
"X8144"	-0.0448	0	0	NA	NA	NA	NA	NA
"X8148"	NA	NA	NA	0	-0.0141	NA	NA	-0.0909
"X8150"	-0.0704	0.0079	-0.0909	-0.0769	-0.125	-0.2222	0.0108	-0.108
"X8151"	NA	NA	0	-0.0794	-0.1692	0.1538	-0.122	0
"X8153"	0	0	-0.0492	NA	NA	0	0	NA
"X8154"	NA	NA	-0.098	NA	0	0	-0.0476	-0.027
"X8158"	0.2897	-0.0385	-0.0526	-0.0746	-0.0541	0	-0.0952	0
"X8166"	NA	0	NA	0	-0.0704	0	NA	NA
"X8171"	-0.0127	0	-0.0159	-0.0588	NA	NA	0	-0.0256
"X8173"	NA	NA	NA	NA	-0.0667	0	NA	NA
"X8174"	0	-0.0526	-0.0323	NA	-0.0127	NA	-0.0455	-0.025
"X8177"	-0.1304	-0.3043	-0.2549	-0.2381	-0.1594	0.431	-0.3143	-0.0484
"X818"	-0.0435	-0.0385	-0.0545	-0.0448	-0.0278	NA	-0.0455	0.17
"X8182"	-0.2761	-0.3659	0.0229	-0.3929	-0.2	-0.2941	-0.0641	-0.5254
"X8184"	-0.1471	-0.0741	NA	-0.013	0	NA	-0.0952	0.1809
"X8185"	-0.0127	0	-0.0667	-0.04	0	NA	NA	0
"X8186"	-0.0278	0	-0.0909	-0.0725	-0.0857	-0.1111	-0.0222	NA
"X8189"	-0.322	-0.25	-0.1538	-0.2	-0.2188	-0.1579	-0.3477	-0.0058
"X8193"	-0.0031	0.1472	0.2045	-0.0645	0.0568	0	0.3465	0.0191
"X8195"	-0.435	-0.4831	-0.3132	-0.1161	-0.2951	0.2903	-0.2105	-0.3226
"X8196"	0.3106	0.1304	-0.1739	0.2202	0.0361	0.2903	-0.2941	-0.0058
"X8197"	-0.1148	-0.0566	NA	NA	NA	NA	0	NA
"X8198"	-0.0882	0	-0.0526	-0.0435	-0.0411	NA	-0.0455	-0.027
"X8202"	-0.0769	-0.0204	-0.0164	-0.0769	0	0	-0.1053	NA
"X8205"	0	-0.0345	NA	-0.0556	NA	NA	NA	0
"X8213"	NA	-0.0213	NA	NA	NA	NA	-0.05	NA
"X8214"	NA	NA	0	-0.0263	NA	NA	NA	0.4825
"X8220"	-0.3215	-0.4967	0.0495	-0.4943	-0.3228	-0.3333	-0.4218	-0.2526
"X8223"	-0.0149	NA	-0.0169	-0.0645	-0.0154	NA	-0.0455	0
"X8224"	-0.0937	-0.0833	-0.098	-0.1212	-0.1562	-0.1	-0.0952	-0.0294
"X8229"	-0.04	0.0079	0.2809	-0.0725	-0.0959	0	NA	-0.039
"X8230"	NA	NA	0	NA	-0.0588	0	NA	NA
"X8231"	-0.0526	-0.0545	-0.0164	-0.027	-0.1304	0	-0.122	-0.1111
"X8237"	-0.2077	-0.46	-0.4436	0.022	-0.3059	0.0149	-0.3808	-0.5177
"X8238"	-0.3585	-0.0839	-0.2383	-0.3249	-0.0663	0.1304	-0.5277	-0.0629
"X824"	NA	NA	-0.0182	-0.0588	-0.0137	NA	NA	NA
"X8241"	-0.3929	-0.3426	-0.3208	-0.361	-0.2637	-0.2222	-0.25	-0.5185
"X8243"	-0.1268	-0.0526	-0.0492	-0.0541	-0.0256	NA	NA	0.4843
"X8249"	NA	NA	0	-0.0423	NA	NA	NA	-0.0133
"X8253"	-0.0137	-0.0189	0	0	-0.0133	-0.0476	-0.0476	-0.0411
"X8254"	0	0	-0.0333	NA	-0.0685	0	-0.0233	0
"X8264"	-0.0833	NA	0	0	-0.039	0	-0.0455	-0.0789
"X8267"	-0.0937	-0.1818	-0.0714	-0.1724	-0.0141	NA	-0.1579	-0.2188
"X8269"	-0.0448	-0.037	NA	NA	NA	NA	NA	-0.0411
"X8274"	-0.0411	-0.0714	NA	-0.0685	-0.0959	NA	-0.2432	-0.0649
"X8275"	-0.0541	-0.5	-0.2536	-0.4182	-0.0771	-0.4776	-0.5862	-0.094
"X828"	-0.0058	-0.3846	-0.3953	-0.2203	-0.3929	NA	-0.2432	-0.2459
"X8285"	0	0	-0.0159	0	NA	-0.0476	0	NA
"X8289"	-0.1812	-0.4216	-0.1327	-0.4862	-0.2575	-0.2941	-0.5949	-0.1022
"X8293"	0.0811	0.1018	-0.2157	-0.1111	0.0281	-0.2222	-0.1892	-0.1077
"X8295"	-0.322	-0.2	-0.2075	-0.0986	-0.1111	0	-0.3143	-0.1233
"X8298"	0.0526	-0.0612	0.2703	-0.0462	-0.0435	NA	-0.0222	0.1747
"X8299"	NA	-0.04	-0.0612	0	-0.027	NA	-0.0476	0
"X8306"	NA	NA	-0.0357	NA	-0.013	0	-0.05	-0.0137
"X831"	0	-0.0169	-0.0159	-0.0857	-0.0256	0	0	-0.0123
"X8312"	-0.0685	-0.0175	-0.0357	-0.0462	0	NA	-0.1	-0.0423
"X8313"	NA	0	0	-0.013	-0.0127	-0.0476	NA	-0.0123
"X8314"	-1	-1	-1	-1	-1	-1	-1	-1
"X832"	-0.0704	-0.0545	NA	NA	-0.0811	-0.1	-0.0698	-0.0127
"X8321"	-1	-1	-1	-1	-1	-1	-1	-1
"X8322"	-0.0526	0	0	0	NA	NA	0	NA
"X8329"	-0.1594	-0.0909	-0.0159	0	-0.0256	NA	-0.0952	-0.0959
"X833"	-0.0725	-0.0714	-0.0508	-0.0411	-0.04	-0.1	0.1844	-0.0123
"X8330"	-0.1176	0	-0.1481	-0.0725	0.2897	0	0	-0.013
"X8333"	-0.5094	-0.3139	-0.4121	-0.3869	-0.1559	-0.6923	-0.3333	-0.3115
"X8335"	-0.434	-0.4236	-0.3512	-0.1726	-0.1443	0.3103	-0.0394	0.1501
