locus fis fst fit snp_position
4267 -0.069600 -0.003414 -0.073251 NA
4268 -0.076092 0.020625 -0.053898 NA
4270 -0.039088 -0.002771 -0.041968 NA
4271 -0.059804 0.010762 -0.048398 NA
4276 -0.104245 0.008806 -0.094521 NA
4278 0.110484 0.013884 0.122834 NA
4280 -0.084722 0.007514 -0.076571 NA
4291 -0.116753 0.034922 -0.077754 NA
4293 -0.031353 -0.000022 -0.031376 NA
4299 -0.142581 -0.005520 -0.148888 NA
4304 -0.042077 0.018742 -0.022546 NA
4311 -0.029661 0.015822 -0.013370 NA
4312 -0.037245 0.002014 -0.035156 NA
4317 -0.106424 0.031039 -0.072082 NA
4318 -0.051583 0.022831 -0.027575 NA
4320 -0.060860 0.029628 -0.029429 NA
4322 -0.075453 0.020565 -0.053337 NA
4325 -0.361138 0.005290 -0.353937 NA
4328 -0.834235 0.008897 -0.817916 NA
4332 -0.112623 0.103056 0.002039 NA
4339 -0.041686 0.001867 -0.039741 NA
4340 -0.053542 0.047755 -0.003230 NA
4344 -0.189322 0.101074 -0.069113 NA
4348 0.062659 0.032363 0.092994 NA
4349 -0.019532 -0.001571 -0.021133 NA
4350 -0.040490 0.060266 0.022216 NA
4353 -0.077163 0.019064 -0.056628 NA
4357 -0.280372 0.018314 -0.256922 NA
4360 -0.236654 0.011216 -0.222784 NA
4362 -0.055477 0.007738 -0.047310 NA
4373 -0.199925 -0.002138 -0.202491 NA
4374 -0.022013 0.008472 -0.013354 NA
4376 -0.104544 0.024770 -0.077185 NA
4378 -0.161245 0.002697 -0.158114 NA
4380 -0.049988 -0.002078 -0.052170 NA
4382 -0.133150 0.015623 -0.115448 NA
4384 -1.000000 0.000000 -1.000000 NA
4385 0.114694 0.022178 0.134328 NA
4387 -0.008067 0.017886 0.009963 NA
4389 -1.000000 0.000000 -1.000000 NA
4391 -0.099712 0.038695 -0.057159 NA
4395 -0.252172 -0.007495 -0.261558 NA
4405 -0.019544 0.005838 -0.013592 NA
4406 -0.036789 0.034175 -0.001357 NA
4409 -0.109204 0.004559 -0.104147 NA
4413 0.483337 0.031691 0.499711 NA
4414 -0.049600 0.039474 -0.008168 NA
4421 -0.026896 0.008433 -0.018237 NA
443 0.047974 0.002462 0.050318 NA
4431 -0.274065 0.005029 -0.267658 NA
4432 -0.181884 0.003501 -0.177746 NA
4433 -0.124165 -0.005444 -0.130284 NA
4435 -0.029990 0.013608 -0.015974 NA
4436 -0.027986 0.000479 -0.027494 NA
4438 -0.059289 0.007928 -0.050891 NA
4440 -0.031256 0.011011 -0.019901 NA
4447 -0.152660 0.013329 -0.137297 NA
4448 0.066037 -0.011250 0.055530 NA
4453 -0.049593 0.030482 -0.017599 NA
446 -0.163853 0.008858 -0.153544 NA
4460 -0.107427 0.025724 -0.078939 NA
4462 -0.014724 0.030059 0.015778 NA
4463 -0.047228 0.017023 -0.029401 NA
4466 -0.081057 0.018216 -0.061365 NA
4468 -0.241294 0.033474 -0.199743 NA
4472 -0.150951 0.030009 -0.116413 NA
4474 -0.047322 0.010664 -0.036154 NA
4478 0.014182 -0.007412 0.006875 NA
4480 -0.053883 0.031106 -0.021100 NA
4481 0.046456 0.008240 0.054313 NA
4483 -0.059112 0.010566 -0.047921 NA
4485 -0.042990 0.036469 -0.004953 NA
4487 -0.137962 -0.004653 -0.143258 NA
4489 -0.052015 0.011235 -0.040195 NA
4490 -0.145049 0.008359 -0.135477 NA
4495 -0.040259 0.022990 -0.016343 NA
4496 -0.072134 0.002648 -0.069296 NA
4499 -0.117471 0.015178 -0.100510 NA
4502 -0.053809 0.050864 -0.000208 NA
4504 -0.031637 0.011378 -0.019899 NA
4505 -0.039384 0.009083 -0.029944 NA
4508 -0.192522 -0.002624 -0.195651 NA
4509 -0.044015 0.016032 -0.027277 NA
451 -0.251758 0.021190 -0.225234 NA
4511 -0.027624 0.010822 -0.016503 NA
4519 -0.350782 0.013954 -0.331934 NA
452 -0.050014 0.037177 -0.010978 NA
4523 -0.073220 0.025417 -0.045942 NA
4525 -0.088353 -0.004085 -0.092799 NA
4528 -0.031544 0.019545 -0.011383 NA
453 -0.101863 0.014648 -0.085723 NA
4531 -0.233631 0.013161 -0.217396 NA
4532 -0.761049 0.013703 -0.736919 NA
4534 -0.274408 0.012125 -0.258956 NA
4536 -0.149555 0.002663 -0.146494 NA
4537 -0.021058 0.006202 -0.014725 NA
4540 -0.033168 0.021734 -0.010714 NA
4543 -0.159759 0.027188 -0.128228 NA
4547 -0.642088 0.045621 -0.567173 NA
4549 -0.127467 0.046906 -0.074582 NA
4551 -0.043457 0.022065 -0.020433 NA
4552 -0.054567 -0.005987 -0.060881 NA
4553 -0.077829 0.023741 -0.052239 NA
4557 -0.043373 0.007458 -0.035591 NA
4558 -0.041341 -0.002559 -0.044006 NA
4559 -0.078093 0.016923 -0.059849 NA
456 -0.492462 0.008801 -0.479327 NA
4560 -0.119257 0.024060 -0.092328 NA
4563 -0.103347 0.010561 -0.091694 NA
4575 -0.289563 0.015238 -0.269912 NA
4577 -0.195463 0.033408 -0.155526 NA
4578 -0.034242 0.029523 -0.003707 NA
4580 -0.041553 0.010275 -0.030851 NA
4584 -0.151477 0.006449 -0.144051 NA
4592 -0.077837 0.056994 -0.016407 NA
4594 -0.047595 0.016260 -0.030561 NA
4596 -0.060890 0.018121 -0.041666 NA
4598 -0.275383 -0.005239 -0.282065 NA
4599 -0.141691 0.064836 -0.067668 NA
46 -0.248120 0.014649 -0.229836 NA
4609 -0.242947 0.008166 -0.232797 NA
4610 -0.051453 0.016606 -0.033993 NA
4611 0.067144 0.026385 0.091758 NA
4612 -0.040938 0.029216 -0.010526 NA
4622 0.159829 0.008727 0.167162 NA
4624 -0.124723 -0.004793 -0.130114 NA
4625 -0.061346 0.003295 -0.057848 NA
4627 -0.098627 0.008013 -0.089824 NA
4628 -0.037434 0.006317 -0.030880 NA
4634 0.060098 -0.008938 0.051697 NA
464 -0.115191 0.000990 -0.114087 NA
4645 -0.251952 0.021276 -0.225316 NA
4647 -0.249101 0.019914 -0.224225 NA
465 -0.127085 0.123825 0.012477 NA
4663 0.023752 0.049423 0.072000 NA
4666 0.126841 0.028516 0.151740 NA
4667 -0.105161 -0.002966 -0.108439 NA
4668 -0.061659 0.048303 -0.010378 NA
4669 -0.251107 -0.003158 -0.255058 NA
4670 -0.030647 0.032030 0.002364 NA
4673 -0.050723 0.005482 -0.044963 NA
4674 -0.085968 0.075815 -0.003636 NA
4677 -0.025981 0.018021 -0.007492 NA
4681 -0.078707 0.016882 -0.060497 NA
4683 -0.128744 0.017984 -0.108445 NA
4684 -0.135444 0.011675 -0.122187 NA
4686 -0.286182 0.023816 -0.255549 NA
4688 -0.034987 0.024664 -0.009461 NA
469 -0.039042 0.018237 -0.020092 NA
4692 0.099356 -0.000158 0.099214 NA
4694 -0.041793 0.026368 -0.014323 NA
4695 -0.103080 0.053896 -0.043628 NA
4696 -0.053153 0.036728 -0.014474 NA
4699 -0.270855 0.006887 -0.262102 NA
470 -0.252077 0.042798 -0.198491 NA
4703 -0.663382 0.004434 -0.656006 NA
4704 -0.038470 0.044370 0.007607 NA
4705 0.013510 0.017696 0.030967 NA
4707 0.122073 0.015159 0.135381 NA
4710 -0.066943 0.001770 -0.065055 NA
4711 -0.079968 0.054094 -0.021547 NA
472 -0.277958 0.079546 -0.176301 NA
4721 -0.027998 0.020549 -0.006874 NA
4724 -0.072194 0.021660 -0.048970 NA
4725 -0.039827 0.015809 -0.023389 NA
4726 -0.058642 0.019017 -0.038509 NA
4727 0.132515 0.048163 0.174295 NA
4732 -0.089148 0.064171 -0.019257 NA
4733 -0.188954 0.056457 -0.121830 NA
4738 -0.063340 0.013893 -0.048567 NA
475 -0.121442 0.033190 -0.084221 NA
4752 -0.050438 0.030552 -0.018345 NA
4754 -0.016597 0.005074 -0.011439 NA
4757 -0.061848 0.016463 -0.044367 NA
4761 -0.253751 0.006951 -0.245036 NA
4763 -0.047240 0.012981 -0.033646 NA
4764 -0.055833 0.015350 -0.039626 NA
477 -0.196508 0.029843 -0.160800 NA
4770 -0.030292 0.003178 -0.027017 NA
4771 -0.032029 -0.004599 -0.036775 NA
4773 -0.029350 0.015354 -0.013545 NA
4775 -0.059349 0.004002 -0.055109 NA
4776 -0.039884 -0.011126 -0.051453 NA
4778 -0.332387 -0.001440 -0.334306 NA
478 -0.165007 -0.000456 -0.165538 NA
4780 -0.042506 -0.006082 -0.048847 NA
4782 -0.034122 0.029321 -0.003801 NA
4783 -0.010553 0.019933 0.009590 NA
4784 -0.251489 -0.003978 -0.256468 NA
4787 -0.062315 0.011322 -0.050288 NA
4789 0.326884 -0.011539 0.319116 NA
4790 -0.134638 0.020161 -0.111762 NA
4796 -0.074390 0.003334 -0.070808 NA
4798 -0.021118 -0.002084 -0.023246 NA
4802 -0.015467 -0.006816 -0.022388 NA
4807 -0.085822 0.022287 -0.061622 NA
4808 -0.348735 0.014209 -0.329572 NA
4815 -0.062023 -0.005340 -0.067695 NA
4818 -0.029901 0.013809 -0.015679 NA
4819 -0.044983 0.032247 -0.011285 NA
482 -0.258207 0.030949 -0.219266 NA
4820 -0.311915 0.013373 -0.294372 NA
4821 -0.033503 0.004498 -0.028855 NA
4823 -0.143565 -0.001385 -0.145149 NA
4826 -0.047056 -0.002788 -0.049974 NA
4831 -0.209001 0.003439 -0.204844 NA
4836 0.053170 0.059761 0.109753 NA
4840 -0.039748 0.018046 -0.020985 NA
4844 -0.066618 0.021919 -0.043239 NA
4846 -0.047101 0.013867 -0.032582 NA
4850 -0.017208 0.007896 -0.009176 NA
4851 -0.045897 0.039784 -0.004287 NA
4855 0.083887 -0.002850 0.081276 NA
4858 -0.060391 0.046382 -0.011208 NA
4859 -0.070632 0.006018 -0.064190 NA
4860 -0.033646 0.015798 -0.017317 NA
4861 -0.144759 0.020553 -0.121230 NA
4863 0.063277 -0.007820 0.055952 NA
4864 0.064647 0.008059 0.072185 NA
4866 -0.101025 0.027151 -0.071132 NA
4867 -0.211017 0.008415 -0.200826 NA
4868 -0.053044 0.018931 -0.033108 NA
487 -0.075512 0.078116 0.008503 NA
4874 -0.048157 0.020634 -0.026530 NA
4881 -0.267177 0.004178 -0.261882 NA
4883 -0.253253 0.067721 -0.168381 NA
4887 0.131056 0.012365 0.141800 NA
4888 -0.325567 0.008051 -0.314895 NA
4890 0.038199 0.040581 0.077231 NA
4895 -0.029233 0.007018 -0.022010 NA
4898 -0.031584 0.022085 -0.008802 NA
4900 -0.333577 0.018721 -0.308611 NA
4901 -0.007804 0.009236 0.001504 NA
4904 -0.098863 0.023612 -0.072917 NA
4905 0.021866 0.004498 0.026265 NA
4906 -0.220610 0.020009 -0.196186 NA
4912 -0.364558 0.021278 -0.335523 NA
4915 -0.360576 0.018949 -0.334795 NA
4916 -0.041602 -0.004568 -0.046361 NA
4918 0.128035 0.027531 0.152042 NA
492 0.090465 0.119080 0.198772 NA
4927 -0.071682 0.024672 -0.045241 NA
4928 -0.135229 0.019448 -0.113151 NA
493 -0.123825 0.004632 -0.118619 NA
494 -0.045872 0.024557 -0.020189 NA
4943 -0.035853 -0.008692 -0.044857 NA
4953 -0.071621 0.015341 -0.055181 NA
4954 -0.048431 0.016500 -0.031132 NA
496 -0.079293 0.038219 -0.038043 NA
4967 -0.055216 0.016768 -0.037522 NA
4974 -0.004901 0.081311 0.076808 NA
4976 -0.235958 0.055453 -0.167420 NA
4979 -0.052108 0.033279 -0.017095 NA
4982 -0.244180 0.010099 -0.231615 NA
4984 -0.098193 0.000079 -0.098106 NA
4985 -0.115992 -0.000807 -0.116893 NA
4986 -0.462309 0.017027 -0.437409 NA
4988 -0.147654 0.013034 -0.132695 NA
4989 -0.212647 0.005633 -0.205816 NA
4992 -0.083341 0.067296 -0.010437 NA
4996 -0.029478 0.023925 -0.004848 NA
4997 -0.160052 0.003608 -0.155867 NA
5003 -0.170011 0.007315 -0.161452 NA
5004 -0.030212 0.015348 -0.014400 NA
5005 -0.028544 0.005408 -0.022981 NA
5006 0.021758 -0.004558 0.017299 NA
5009 -0.985135 0.000133 -0.984870 NA
5012 -0.047753 0.047891 0.002424 NA
5013 -0.031911 0.009560 -0.022045 NA
5016 -0.066261 0.044035 -0.019308 NA
5017 -1.000000 0.000000 -1.000000 NA
5018 -0.071847 -0.002727 -0.074770 NA
5020 -0.205628 0.018986 -0.182737 NA
5027 -0.066364 0.039645 -0.024088 NA
5028 -0.459954 0.118433 -0.287047 NA
5029 -0.049610 0.010891 -0.038179 NA
503 -0.032944 0.021662 -0.010568 NA
5030 -0.107617 0.039115 -0.064293 NA
5031 -0.028286 0.010458 -0.017532 NA
5032 -0.082861 0.005965 -0.076402 NA
5033 -0.047140 0.010630 -0.036009 NA
5034 -0.027270 0.006630 -0.020459 NA
5040 -0.285612 0.012645 -0.269355 NA
5041 -0.041521 0.039401 -0.000483 NA
5051 -0.291847 -0.001005 -0.293144 NA
5052 -0.025196 -0.003940 -0.029235 NA
5058 -0.227497 0.017517 -0.205995 NA
5059 -0.024702 0.022363 -0.001787 NA
5060 -0.031127 0.021636 -0.008817 NA
5064 -0.051064 -0.001256 -0.052384 NA
5065 -0.194172 -0.001239 -0.195652 NA
5066 -0.074759 0.077114 0.008119 NA
507 -0.149412 0.015338 -0.131783 NA
5076 0.078272 0.003147 0.081173 NA
5077 -0.169712 0.039246 -0.123805 NA
5080 -0.047944 0.048217 0.002585 NA
5084 -0.151962 0.032260 -0.114800 NA
5085 -0.034449 0.061444 0.029112 NA
5089 -0.317021 0.012100 -0.301085 NA
509 -0.280197 0.011241 -0.265806 NA
5093 -0.051415 0.009538 -0.041387 NA
5094 -0.084178 0.010777 -0.072494 NA
5097 -0.136582 0.016616 -0.117697 NA
51 -0.126079 0.026301 -0.096463 NA
5100 -0.237706 0.010224 -0.225051 NA
5101 -0.106304 0.005611 -0.100097 NA
5103 -0.109435 0.068585 -0.033345 NA
5106 -0.103785 0.009030 -0.093817 NA
5111 -0.101670 -0.005721 -0.107973 NA
5114 -0.030792 -0.001181 -0.032009 NA
5120 -0.224899 0.007484 -0.215732 NA
5121 0.049300 0.034217 0.081830 NA
5125 -0.067250 -0.005961 -0.073612 NA
5127 -0.123316 0.093374 -0.018427 NA
5137 -0.104963 0.080822 -0.015657 NA
5138 -0.141511 0.017224 -0.121850 NA
514 -0.096582 0.010290 -0.085298 NA
5143 -0.032942 0.018120 -0.014225 NA
5146 -0.538179 0.123933 -0.347547 NA
5148 -0.023927 0.002797 -0.021063 NA
5149 -0.231536 0.018396 -0.208881 NA
5152 -0.055860 0.021723 -0.032923 NA
5157 -0.045943 -0.002339 -0.048390 NA
516 -0.095792 -0.005317 -0.101618 NA
5160 0.193281 0.023748 0.212440 NA
5161 -0.042111 0.035465 -0.005153 NA
5163 -0.252140 0.008387 -0.241639 NA
5168 -0.196934 0.024004 -0.168203 NA
5170 -0.168737 0.027284 -0.136849 NA
5175 -0.137099 -0.006133 -0.144072 NA
5178 -0.087994 0.008906 -0.078305 NA
5183 0.239781 0.054922 0.281534 NA
5188 -0.049556 0.024330 -0.024020 NA
5191 -0.034676 0.035533 0.002089 NA
5194 -0.024692 0.000670 -0.024005 NA
5197 -0.097402 0.037696 -0.056034 NA
5198 -0.048510 0.012761 -0.035130 NA
5201 -0.244174 0.047740 -0.184777 NA
5203 0.025109 0.010498 0.035344 NA
5206 -0.013333 0.019006 0.005927 NA
5208 0.066339 0.012382 0.077899 NA
5212 -0.029770 0.013743 -0.015618 NA
5213 -0.176165 0.016507 -0.156750 NA
5214 -0.141431 0.036433 -0.099845 NA
5217 -0.606015 0.014039 -0.583468 NA
5218 -0.194675 0.000019 -0.194652 NA
5225 -0.035078 0.016936 -0.017548 NA
5226 -0.049180 0.049539 0.002795 NA
5233 -0.078342 0.049904 -0.024529 NA
5236 -0.046357 0.023094 -0.022193 NA
5237 -0.042251 0.029549 -0.011454 NA
5238 -0.036569 0.027748 -0.007806 NA
5242 -0.044502 0.014397 -0.029463 NA
5245 -0.058452 0.008497 -0.049458 NA
5247 0.035844 0.013535 0.048894 NA
525 -0.087484 -0.000017 -0.087502 NA
5250 -0.280363 0.009026 -0.268807 NA
5253 -0.126879 -0.008124 -0.136033 NA
5254 -0.267037 0.020408 -0.241179 NA
5256 -0.182259 0.007806 -0.173030 NA
5262 -0.085205 0.028179 -0.054625 NA
5264 -0.217499 0.007301 -0.208611 NA
527 0.023082 0.002837 0.025854 NA
5273 -0.027209 0.013186 -0.013664 NA
5277 -0.047144 -0.013471 -0.061250 NA
5281 -0.016664 0.014276 -0.002150 NA
5283 -0.213674 0.003808 -0.209052 NA
5289 -0.268202 0.003796 -0.263387 NA
5291 -0.027516 0.012913 -0.014248 NA
5292 -0.262626 0.005741 -0.255378 NA
5293 -0.062236 0.001368 -0.060783 NA
5294 -0.045980 -0.000535 -0.046539 NA
5296 0.188605 -0.009401 0.180977 NA
5299 -0.095859 -0.007688 -0.104284 NA
5304 -1.000000 0.000000 -1.000000 NA
5306 -0.289531 0.011233 -0.275046 NA
5314 -0.051668 0.014720 -0.036187 NA
5315 -0.230453 -0.002511 -0.233543 NA
5316 -0.293151 0.025130 -0.260655 NA
5319 -0.053166 -0.002742 -0.056053 NA
5325 -0.035983 -0.001827 -0.037876 NA
5329 -0.051354 0.021170 -0.029097 NA
5331 -0.252776 0.021132 -0.226303 NA
534 -0.045000 -0.004415 -0.049614 NA
5341 -0.028880 0.002075 -0.026746 NA
5345 -0.155404 0.039962 -0.109231 NA
5349 -0.038745 0.046008 0.009045 NA
5352 -0.338744 0.013563 -0.320587 NA
5353 -0.096654 0.056976 -0.034171 NA
5354 -0.129407 -0.000321 -0.129770 NA
5355 -0.091551 -0.004501 -0.096464 NA
5365 -0.252694 0.016837 -0.231603 NA
5373 -0.370263 -0.001118 -0.371795 NA
538 -0.032810 -0.003564 -0.036491 NA
5381 -0.077905 0.066244 -0.006500 NA
5384 -0.090676 0.053805 -0.031992 NA
5387 -0.057830 0.014775 -0.042200 NA
5390 -0.206147 -0.007571 -0.215279 NA
5391 -0.104610 0.037369 -0.063332 NA
5392 -0.035703 0.011068 -0.024239 NA
5393 -0.045907 0.003491 -0.042255 NA
5394 -0.036422 0.025256 -0.010246 NA
5395 -0.067682 0.041177 -0.023718 NA
5397 -0.184034 0.016284 -0.164753 NA
5398 -0.029283 0.011666 -0.017275 NA
5399 -0.043446 0.005938 -0.037250 NA
540 -0.004460 0.021616 0.017252 NA
5401 -0.037461 -0.006888 -0.044607 NA
5407 -0.028977 0.000099 -0.028875 NA
5410 -0.072451 0.029442 -0.040876 NA
5412 -0.324863 -0.001372 -0.326681 NA
5413 -0.072238 0.011179 -0.060252 NA
5417 -0.034211 0.021071 -0.012419 NA
5423 -0.094098 0.067394 -0.020362 NA
5425 -0.078685 0.054270 -0.020145 NA
5426 -0.039196 0.006134 -0.032822 NA
5428 -0.078775 0.018714 -0.058586 NA
5433 -0.058522 0.034938 -0.021539 NA
5436 -0.033249 0.008705 -0.024255 NA
5438 0.112513 0.008206 0.119795 NA
5439 -0.040153 0.016162 -0.023342 NA
544 -0.042948 0.000578 -0.042345 NA
5440 -0.079427 0.022199 -0.055465 NA
5446 -0.027134 0.017268 -0.009397 NA
5452 -0.038118 0.017114 -0.020351 NA
5454 -0.053875 -0.008485 -0.062817 NA
5455 -0.031937 0.018112 -0.013246 NA
5458 -0.035452 0.003147 -0.032193 NA
546 -0.177424 0.007082 -0.169085 NA
5464 -0.061867 0.023848 -0.036543 NA
5466 -0.080569 0.009271 -0.070550 NA
5469 -0.049181 0.002146 -0.046929 NA
5475 0.150755 0.047007 0.190675 NA
5476 -0.064784 0.010136 -0.053991 NA
548 -0.067392 0.001369 -0.065931 NA
549 -0.040549 0.021210 -0.018479 NA
5490 -0.122514 0.005384 -0.116470 NA
5492 -0.173699 0.003962 -0.169048 NA
5503 -0.019292 -0.007365 -0.026800 NA
5508 -0.126110 0.022588 -0.100673 NA
551 -0.056974 0.002902 -0.053907 NA
5511 -0.049571 0.008241 -0.040922 NA
5514 -0.053703 0.045484 -0.005776 NA
5515 -0.029925 0.020534 -0.008777 NA
5517 -0.063633 0.009380 -0.053656 NA
5523 -0.051315 0.033233 -0.016377 NA
5526 -0.030171 0.006468 -0.023508 NA
5534 -0.150428 0.039216 -0.105313 NA
5536 -1.000000 0.000000 -1.000000 NA
5538 -0.274442 -0.000771 -0.275424 NA
5541 -0.040893 0.021064 -0.018968 NA
5542 -0.117901 0.007126 -0.109935 NA
5548 -0.055958 0.037602 -0.016253 NA
555 -0.134016 0.025996 -0.104535 NA
5550 -0.327921 0.004381 -0.322104 NA
5551 -0.125262 0.005945 -0.118572 NA
5553 -0.148894 0.075945 -0.061641 NA
5558 -0.056441 0.013937 -0.041717 NA
556 -0.290724 0.041321 -0.237389 NA
5560 -0.065285 0.055470 -0.006193 NA
5561 -0.059509 0.041974 -0.015037 NA
5562 -0.140814 -0.003001 -0.144238 NA
5574 -0.196242 0.001367 -0.194607 NA
5577 -0.038578 0.008302 -0.029956 NA
5580 0.105881 0.018350 0.122288 NA
5586 -0.100505 0.021556 -0.076782 NA
5589 -0.030063 0.024517 -0.004809 NA
5590 -0.051470 0.029014 -0.020962 NA
5593 -0.168032 0.014412 -0.151198 NA
5595 -0.141485 0.030460 -0.106715 NA
5600 -0.084141 0.014929 -0.067956 NA
5603 -0.028841 -0.000836 -0.029700 NA
5609 -0.348067 0.074911 -0.247083 NA
5610 -0.245593 0.003409 -0.241347 NA
5611 -0.043477 0.039275 -0.002494 NA
5612 -0.143276 -0.001877 -0.145421 NA
5617 -0.086955 0.020889 -0.064249 NA
5623 0.035564 -0.002605 0.033052 NA
563 -0.020210 0.008646 -0.011389 NA
5632 -0.218107 0.003608 -0.213711 NA
5636 -0.136410 0.002604 -0.133451 NA
5637 0.051224 0.056566 0.104892 NA
5638 -0.040837 0.010055 -0.030371 NA
5639 -0.030504 -0.008375 -0.039134 NA
564 -0.034033 0.023902 -0.009317 NA
5644 -0.087821 0.044368 -0.039557 NA
5645 0.149187 0.021020 0.167071 NA
5646 -1.000000 0.000000 -1.000000 NA
5648 -0.101962 0.020161 -0.079746 NA
5650 -0.036289 0.019908 -0.015659 NA
5651 -0.033690 -0.000556 -0.034265 NA
5652 -0.027072 0.008545 -0.018296 NA
5653 -0.048779 0.007385 -0.041034 NA
5654 -0.062261 -0.007939 -0.070694 NA
5656 -0.152412 0.050808 -0.093861 NA
5658 -0.617695 0.007106 -0.606199 NA
5659 -0.062136 0.010588 -0.050891 NA
566 -0.248610 0.091218 -0.134713 NA
5665 -0.061450 0.023573 -0.036428 NA
567 -0.026112 -0.003029 -0.029220 NA
5670 -0.034385 0.009852 -0.024195 NA
5677 -0.113623 0.006276 -0.106635 NA
5678 -0.107569 -0.006651 -0.114935 NA
568 -0.031038 -0.002789 -0.033914 NA
5680 -0.200598 0.012295 -0.185837 NA
5681 -0.102727 0.009447 -0.092309 NA
5686 -0.137095 -0.004562 -0.142282 NA
5689 -0.135336 0.023581 -0.108564 NA
569 -0.085004 0.002869 -0.081892 NA
5692 -0.058992 -0.011960 -0.071658 NA
5693 -0.113135 -0.001823 -0.115164 NA
5695 -0.094487 0.011161 -0.082271 NA
5697 -0.328516 0.008453 -0.317286 NA
5700 -0.108328 0.027550 -0.077794 NA
5703 -0.364297 0.021305 -0.335231 NA
5705 -0.170834 0.007972 -0.161499 NA
5706 -0.032781 0.008300 -0.024210 NA
5716 -0.291548 -0.000746 -0.292511 NA
5723 -0.184288 0.030379 -0.148311 NA
5728 -0.038861 0.014868 -0.023415 NA
5729 -0.058379 0.001850 -0.056421 NA
5732 -0.294684 0.003234 -0.290497 NA
5734 -0.089681 0.003387 -0.085990 NA
5735 -0.022088 0.013282 -0.008513 NA
5737 -0.052794 0.002950 -0.049688 NA
5740 0.117078 0.021583 0.136134 NA
5742 -0.093694 0.058374 -0.029851 NA
5745 0.003983 0.009409 0.013354 NA
5748 -0.079550 0.005922 -0.073158 NA
5752 -0.084415 0.002244 -0.081982 NA
5759 -0.109990 0.013843 -0.094624 NA
576 -0.115583 0.041457 -0.069334 NA
5762 -0.054125 0.013514 -0.039880 NA
5763 -0.043252 0.019305 -0.023112 NA
5767 -0.264662 -0.009104 -0.276176 NA
5770 -0.242480 0.003526 -0.238100 NA
5771 -0.001259 0.012355 0.011112 NA
5772 -0.012320 0.009111 -0.003097 NA
5774 0.000604 -0.000839 -0.000234 NA
5776 -0.057516 0.036905 -0.018488 NA
5780 -0.062317 0.003515 -0.058583 NA
5782 -0.056775 0.024981 -0.030376 NA
5784 -0.992288 -0.000029 -0.992345 NA
5786 -0.054479 0.006804 -0.047305 NA
579 -0.264152 0.036301 -0.218262 NA
5790 -0.209761 0.004402 -0.204436 NA
5792 -0.153592 0.034279 -0.114048 NA
5795 -0.985077 0.000133 -0.984813 NA
5796 -0.147133 0.007225 -0.138844 NA
5802 0.056857 0.008769 0.065127 NA
5816 0.076030 0.004832 0.080495 NA
5819 0.088553 0.006085 0.094099 NA
5820 0.122782 0.014563 0.135557 NA
5823 -0.184986 0.005825 -0.178083 NA
5824 -0.231279 0.017384 -0.209875 NA
5827 -0.121891 0.025808 -0.092937 NA
5828 -0.083271 0.019639 -0.061997 NA
5829 -0.130056 0.003792 -0.125770 NA
5834 -0.075512 0.078077 0.008461 NA
584 -0.033186 0.018035 -0.014553 NA
5844 0.103679 -0.005854 0.098432 NA
5846 -0.039467 0.022377 -0.016206 NA
5847 -0.030013 0.012872 -0.016755 NA
5849 -0.125365 0.017544 -0.105621 NA
5850 -0.111224 0.005019 -0.105647 NA
5851 -0.724563 0.004364 -0.717037 NA
5861 -0.071517 0.009399 -0.061445 NA
5863 0.199575 0.013686 0.210530 NA
5864 -0.233306 0.004809 -0.227375 NA
5866 -0.044281 0.001084 -0.043149 NA
5871 -0.063051 -0.000027 -0.063080 NA
5873 -0.174984 -0.003639 -0.179259 NA
5879 -0.089078 0.010633 -0.077498 NA
5882 -0.044383 0.018770 -0.024780 NA
5885 -0.042153 0.020614 -0.020670 NA
5887 -0.096994 0.000799 -0.096118 NA
5889 -0.047826 0.017518 -0.029471 NA
5894 -1.000000 0.000000 -1.000000 NA
5898 -0.174219 0.007235 -0.165724 NA
5900 -0.098006 0.014716 -0.081847 NA
5903 -0.092556 0.000443 -0.092072 NA
5908 -0.127769 0.004373 -0.122837 NA
591 -0.044102 0.028756 -0.014078 NA
5910 -0.326800 0.020246 -0.299938 NA
5911 -0.026741 0.009926 -0.016549 NA
5912 -0.029503 0.000376 -0.029116 NA
5917 -0.311865 0.007426 -0.302122 NA
592 -0.276236 0.004131 -0.270963 NA
5920 -0.005999 -0.004132 -0.010156 NA
5924 -0.048849 0.024868 -0.022766 NA
5926 -0.045491 0.015130 -0.029673 NA
5932 -0.084269 0.024967 -0.057198 NA
5933 -0.120677 0.025194 -0.092443 NA
5937 -0.534426 0.010305 -0.518614 NA
5938 0.186147 0.034216 0.213994 NA
5941 -0.649868 0.230282 -0.269933 NA
5943 -0.057201 0.021300 -0.034683 NA
5946 -0.028162 0.020041 -0.007557 NA
5947 -0.054472 0.027245 -0.025744 NA
595 -0.093752 0.029592 -0.061386 NA
5955 -0.303634 0.007892 -0.293346 NA
5957 0.046190 -0.004215 0.042170 NA
5958 0.182497 0.038994 0.214375 NA
5959 0.154832 0.042662 0.190889 NA
5963 -0.067071 0.069110 0.006674 NA
597 -0.054378 0.013422 -0.040226 NA
5975 -0.227153 0.009108 -0.215976 NA
5980 -0.064375 0.009698 -0.054052 NA
5981 -0.040035 0.020565 -0.018646 NA
5984 -0.302904 -0.005064 -0.309502 NA
5985 -0.034738 0.025448 -0.008405 NA
5987 -0.068787 0.000036 -0.068749 NA
